,DateTime,total_price,profit
74,2019-01-22 10:55:00,672.03,221.77
75,2019-01-13 17:04:00,416.5,199.92
76,2019-01-09 14:20:00,441.36,145.65
77,2019-01-12 15:48:00,180.09,59.43
78,2019-03-05 16:24:00,783.1,258.42
79,2019-01-22 18:56:00,101.89999999999999,33.63
80,2019-01-21 14:42:00,595.14,196.4
81,2019-01-26 19:56:00,290.04,95.71
82,2019-01-23 18:37:00,154.0,50.82
83,2019-02-23 18:45:00,321.44,154.29
84,2019-03-09 10:17:00,244.54999999999998,44.02
85,2019-03-05 14:31:00,581.4200000000001,279.08
86,2019-03-25 10:23:00,382.59999999999997,183.65
87,2019-03-27 20:35:00,345.66,165.92
88,2019-01-02 16:57:00,42.47,20.39
89,2019-02-27 17:55:00,461.93999999999994,152.44
90,2019-01-23 10:25:00,189.52,62.54
91,2019-01-26 19:54:00,448.6,215.33
92,2019-01-10 16:42:00,153.86,73.85
93,2019-03-12 12:09:00,579.24,191.15
94,2019-02-06 20:05:00,89.75,29.62
95,2019-03-08 20:38:00,97.16,46.64
96,2019-03-29 10:25:00,878.7,421.78
97,2019-02-09 13:11:00,74.69999999999999,13.45
98,2019-03-23 10:16:00,158.25,75.96
99,2019-03-05 18:14:00,496.20000000000005,238.18
100,2019-03-26 19:20:00,48.71,16.07
101,2019-03-01 13:22:00,706.9499999999999,233.29
102,2019-02-01 11:27:00,207.63,99.66
103,2019-03-28 16:44:00,349.56,167.79
104,2019-03-19 18:19:00,212.45000000000002,70.11
105,2019-01-12 14:50:00,886.7,292.61
106,2019-01-05 20:54:00,164.28,78.85
107,2019-03-22 20:19:00,372.78000000000003,178.93
108,2019-03-24 10:43:00,305.82,146.79
109,2019-03-03 14:30:00,819.7,270.5
110,2019-02-05 11:32:00,32.98,15.83
111,2019-02-05 10:41:00,294.63,141.42
112,2019-02-15 12:44:00,509.88,244.74
113,2019-01-19 20:07:00,522.63,250.86
114,2019-02-01 20:31:00,727.11,261.76
115,2019-03-02 13:01:00,81.06,26.75
116,2019-03-05 12:29:00,109.7,52.66
117,2019-01-16 15:26:00,51.36,16.95
118,2019-02-02 20:48:00,109.60000000000001,52.61
119,2019-01-20 20:38:00,106.88,35.27
120,2019-02-14 17:03:00,796.48,382.31
121,2019-01-12 12:02:00,399.84,131.95
122,2019-03-09 17:26:00,899.64,296.88
123,2019-03-13 19:52:00,511.28,168.72
124,2019-03-09 14:57:00,451.76,149.08
125,2019-03-10 18:44:00,655.8299999999999,314.8
126,2019-01-27 13:26:00,161.25,77.4
127,2019-01-08 16:17:00,285.57,137.07
128,2019-01-08 15:57:00,548.32,263.19
129,2019-02-08 11:15:00,812.52,390.01
130,2019-01-25 13:18:00,277.34,133.12
131,2019-03-06 20:34:00,552.78,182.42
132,2019-02-10 18:36:00,139.36,45.99
133,2019-02-17 14:40:00,524.7,188.89
134,2019-03-08 16:43:00,487.79999999999995,160.97
135,2019-02-18 19:39:00,270.65999999999997,48.72
136,2019-01-18 20:59:00,131.54999999999998,63.14
137,2019-02-18 15:39:00,206.52,68.15
138,2019-02-16 12:21:00,519.0999999999999,249.17
139,2019-03-16 19:25:00,580.0,278.4
140,2019-01-23 13:00:00,898.0,431.04
141,2019-01-25 13:48:00,905.0,434.4
142,2019-02-05 19:57:00,686.0,391.02
143,2019-02-22 10:36:00,30.41,5.47
144,2019-01-21 16:37:00,467.70000000000005,224.5
145,2019-03-08 17:11:00,277.56,133.23
146,2019-02-10 12:28:00,301.4,144.67
147,2019-03-19 12:46:00,264.56,55.56
148,2019-03-06 15:07:00,574.88,275.94
149,2019-03-27 13:48:00,259.68,85.69
150,2019-03-23 19:20:00,366.16,175.76
151,2019-03-11 16:07:00,241.92000000000002,79.83
152,2019-01-29 11:56:00,749.16,134.85
153,2019-02-07 18:23:00,98.88,32.63
154,2019-01-28 13:05:00,647.76,213.76
155,2019-02-20 15:55:00,461.45000000000005,152.28
156,2019-01-04 19:40:00,72.17,34.64
157,2019-03-07 13:58:00,251.4,120.67
158,2019-03-30 14:43:00,874.98,157.5
159,2019-03-27 19:18:00,560.34,184.91
160,2019-01-19 19:39:00,345.44,165.81
161,2019-02-25 16:21:00,63.69,30.57
162,2019-03-13 19:44:00,320.53,153.85
163,2019-01-30 19:42:00,152.8,50.42
164,2019-02-20 15:24:00,399.0,131.67
165,2019-02-25 14:12:00,340.56,112.38
166,2019-01-16 13:32:00,955.8,315.41
167,2019-02-08 16:20:00,989.8000000000001,475.1
168,2019-01-19 16:31:00,307.68,101.53
169,2019-02-01 15:10:00,486.64,160.59
170,2019-01-03 11:36:00,350.05,168.02
171,2019-01-26 12:45:00,400.25,192.12
172,2019-03-03 19:17:00,166.8,80.06
173,2019-01-19 17:34:00,317.34000000000003,152.32
174,2019-01-18 12:04:00,158.32,52.25
175,2019-03-21 16:21:00,304.56000000000006,100.5
176,2019-03-03 17:01:00,177.36,58.53
177,2019-02-13 10:50:00,157.57000000000002,52.0
178,2019-03-23 19:16:00,443.28,212.77
179,2019-01-28 16:47:00,260.4,85.93
180,2019-02-09 10:00:00,449.82000000000005,148.44
181,2019-01-23 11:51:00,307.76,147.72
182,2019-03-23 10:55:00,155.0,88.35
183,2019-01-25 15:00:00,274.48,131.75
184,2019-03-04 11:19:00,86.38,15.55
185,2019-03-05 19:46:00,54.239999999999995,17.9
186,2019-03-03 19:00:00,755.92,362.84
187,2019-02-08 10:53:00,185.88,89.22
188,2019-02-10 12:50:00,74.07,24.44
189,2019-01-28 20:50:00,279.24,92.15
190,2019-02-11 10:39:00,231.12,76.27
191,2019-01-15 13:41:00,147.04,48.52
192,2019-03-16 19:08:00,790.1999999999999,260.77
193,2019-01-26 20:23:00,102.2,49.06
194,2019-03-19 11:30:00,163.55,78.5
195,2019-01-13 19:30:00,74.29,24.52
196,2019-03-26 18:03:00,87.4,28.84
197,2019-03-23 10:13:00,25.29,9.1
198,2019-03-12 19:58:00,166.0,54.78
199,2019-02-17 19:57:00,356.95,171.34
200,2019-01-29 10:01:00,114.89999999999999,20.68
201,2019-03-15 11:57:00,229.96,110.38
202,2019-01-14 10:02:00,429.87,141.86
203,2019-02-06 14:51:00,259.0,124.32
204,2019-02-15 12:42:00,88.85,29.32
205,2019-01-03 12:02:00,207.27,68.4
206,2019-01-04 18:19:00,599.85,287.93
207,2019-03-18 17:38:00,285.3,94.15
208,2019-03-28 13:41:00,91.11,43.73
209,2019-03-02 19:42:00,897.57,430.83
210,2019-01-25 20:24:00,236.07,113.31
211,2019-01-16 18:08:00,839.34,276.98
212,2019-03-20 19:17:00,461.8,152.39
213,2019-01-04 13:24:00,139.26,45.96
214,2019-03-11 15:53:00,207.26999999999998,68.4
215,2019-03-22 15:05:00,18.28,6.03
216,2019-03-24 18:27:00,123.85,59.45
217,2019-02-21 16:55:00,283.92,93.69
218,2019-02-12 12:58:00,758.96,364.3
219,2019-03-10 18:59:00,172.02,82.57
220,2019-01-31 13:44:00,272.1,97.96
221,2019-03-06 13:46:00,434.56,143.4
222,2019-02-17 18:06:00,59.050000000000004,28.34
223,2019-02-21 12:38:00,12.54,6.02
224,2019-03-20 15:56:00,86.5,41.52
225,2019-01-11 14:29:00,174.32,57.53
226,2019-01-26 19:14:00,624.33,206.03
227,2019-01-31 16:24:00,148.24,48.92
228,2019-02-26 10:52:00,544.2,261.22
229,2019-03-11 12:55:00,507.36,167.43
230,2019-01-26 19:28:00,162.74,78.12
231,2019-03-12 13:52:00,31.77,15.25
232,2019-02-11 10:54:00,756.8100000000001,249.75
233,2019-02-21 18:31:00,295.28,141.73
234,2019-03-09 18:24:00,519.4,171.4
235,2019-01-20 18:09:00,186.28,61.47
236,2019-01-28 15:16:00,87.05,28.73
237,2019-03-05 17:07:00,221.1,106.13
238,2019-03-02 19:26:00,66.10000000000001,31.73
239,2019-01-11 11:20:00,89.69,29.6
240,2019-01-11 16:49:00,224.46,107.74
241,2019-03-11 12:01:00,119.54,21.52
242,2019-02-28 18:37:00,186.4,61.51
243,2019-01-05 11:25:00,250.6,120.29
244,2019-02-02 18:42:00,750.96,247.82
245,2019-01-01 14:47:00,380.72,182.75
246,2019-02-09 19:43:00,244.20000000000002,117.22
247,2019-01-23 14:04:00,89.7,29.6
248,2019-01-07 16:11:00,310.88,149.22
249,2019-01-14 19:06:00,511.42,245.48
250,2019-02-02 15:34:00,418.95,201.1
251,2019-03-17 19:06:00,351.9,116.13
252,2019-03-02 19:44:00,28.78,9.5
253,2019-03-16 11:22:00,95.0,45.6
254,2019-01-06 11:23:00,471.2,226.18
255,2019-01-29 14:12:00,130.48,62.63
256,2019-01-31 10:46:00,66.35,21.9
257,2019-02-05 10:16:00,155.46,74.62
258,2019-02-13 12:38:00,129.0,61.92
259,2019-02-07 13:05:00,263.76,47.48
260,2019-03-19 13:25:00,675.54,222.93
261,2019-03-07 14:53:00,65.8,31.58
262,2019-03-13 19:22:00,153.2,73.54
263,2019-02-09 11:00:00,222.39999999999998,40.03
264,2019-02-26 19:24:00,54.45,17.97
265,2019-03-12 12:43:00,688.8000000000001,227.3
266,2019-03-14 17:22:00,141.88,46.82
267,2019-01-08 20:55:00,746.0,246.18
268,2019-01-05 16:05:00,282.96,101.87
269,2019-01-04 13:34:00,355.4,127.94
270,2019-03-06 18:13:00,337.15000000000003,111.26
271,2019-01-03 19:17:00,42.24,20.28
272,2019-01-07 11:44:00,193.85999999999999,63.97
273,2019-01-27 15:51:00,24.06,11.55
274,2019-02-26 16:52:00,598.26,287.16
275,2019-01-07 20:52:00,335.78999999999996,110.81
276,2019-01-07 17:36:00,218.2,104.74
277,2019-02-02 13:23:00,381.68,183.21
278,2019-03-20 16:28:00,709.9,234.27
279,2019-03-20 19:57:00,440.20000000000005,211.3
280,2019-02-15 17:01:00,559.68,184.69
281,2019-03-06 13:29:00,37.0,17.76
282,2019-01-06 11:09:00,15.34,2.76
283,2019-03-04 15:02:00,598.98,287.51
284,2019-03-12 14:21:00,190.68,62.92
285,2019-02-20 18:01:00,333.40000000000003,190.04
286,2019-03-24 14:49:00,74.86,35.93
287,2019-01-31 12:02:00,213.75,70.54
288,2019-01-25 13:30:00,339.57,112.06
289,2019-02-03 14:38:00,664.16,219.17
290,2019-01-24 17:37:00,403.0,193.44
291,2019-03-14 17:20:00,194.95000000000002,93.58
292,2019-02-18 20:29:00,62.48,29.99
293,2019-01-21 10:00:00,72.72,34.91
294,2019-03-13 11:46:00,181.1,86.93
295,2019-03-03 13:42:00,259.6,124.61
296,2019-03-29 14:44:00,115.36,55.37
297,2019-01-10 14:16:00,470.28,155.19
298,2019-01-25 15:54:00,240.04,79.21
299,2019-01-19 10:21:00,88.61,42.53
300,2019-01-02 18:09:00,199.64,35.94
301,2019-03-12 16:46:00,39.01,18.72
302,2019-02-25 15:31:00,48.61,23.33
303,2019-03-18 17:15:00,204.76,98.28
304,2019-02-23 12:29:00,119.68,57.45
305,2019-03-26 20:14:00,505.40000000000003,106.13
306,2019-03-30 13:22:00,281.60999999999996,92.93
307,2019-02-17 17:09:00,710.32,234.41
308,2019-03-21 10:40:00,79.44,38.13
309,2019-03-05 17:43:00,163.82,78.63
310,2019-01-31 14:04:00,479.58000000000004,230.2
311,2019-02-05 19:05:00,138.66,45.76
312,2019-02-01 10:08:00,71.15,34.15
313,2019-03-07 13:12:00,139.95000000000002,67.18
314,2019-02-10 20:51:00,781.3,257.83
315,2019-02-14 17:29:00,198.74,95.4
316,2019-02-09 10:25:00,63.239999999999995,30.36
317,2019-01-10 11:34:00,373.95000000000005,123.4
318,2019-03-11 18:58:00,207.69,99.69
319,2019-02-18 16:28:00,176.28,58.17
320,2019-02-26 20:26:00,206.37,68.1
321,2019-01-18 15:08:00,39.42,18.92
322,2019-02-15 18:03:00,91.56,43.95
323,2019-03-08 13:21:00,308.85,148.25
324,2019-01-17 12:48:00,129.12,42.61
325,2019-03-12 19:53:00,390.96,129.02
326,2019-03-09 19:09:00,498.9,164.64
327,2019-03-12 16:30:00,377.04,124.42
328,2019-01-25 10:11:00,204.52,116.58
329,2019-03-25 13:07:00,145.44,48.0
330,2019-02-07 18:48:00,198.18,65.4
331,2019-02-17 17:27:00,98.69999999999999,32.57
332,2019-02-03 15:59:00,385.09999999999997,127.08
333,2019-03-14 11:21:00,46.96,22.54
334,2019-03-24 13:48:00,73.5,24.26
335,2019-03-21 10:17:00,142.25,68.28
336,2019-03-19 15:49:00,687.6,330.05
337,2019-02-24 13:02:00,347.70000000000005,62.59
338,2019-03-28 12:58:00,142.95,68.62
339,2019-02-05 15:26:00,385.38,184.98
340,2019-02-10 18:23:00,144.27,69.25
341,2019-03-05 19:06:00,391.78999999999996,188.06
342,2019-02-15 20:21:00,538.3000000000001,258.38
343,2019-01-30 16:24:00,485.15,232.87
344,2019-02-14 15:04:00,133.95,64.3
345,2019-02-27 16:10:00,701.3700000000001,231.45
346,2019-02-04 12:14:00,71.95,12.95
347,2019-01-20 10:13:00,714.0,235.62
348,2019-03-28 17:38:00,182.14,60.11
349,2019-02-27 11:06:00,135.0,44.55
350,2019-02-15 14:53:00,993.0,476.64
351,2019-01-26 18:22:00,361.83,173.68
352,2019-03-14 19:02:00,383.10999999999996,68.96
353,2019-03-02 14:16:00,243.0,116.64
354,2019-03-04 15:44:00,30.24,9.98
355,2019-01-07 12:20:00,356.56,117.66
356,2019-03-08 20:01:00,375.5,180.24
357,2019-01-09 13:45:00,954.4,458.11
358,2019-03-01 15:40:00,82.5,27.22
359,2019-03-16 16:58:00,74.97,24.74
360,2019-02-17 11:12:00,647.68,310.89
361,2019-02-27 15:12:00,755.76,249.4
362,2019-03-07 20:37:00,199.58,71.85
363,2019-01-21 17:44:00,439.32,144.98
364,2019-02-19 16:23:00,164.96,79.18
365,2019-01-06 12:12:00,326.72,107.82
366,2019-03-14 19:33:00,461.88,152.42
367,2019-03-24 10:29:00,263.76,126.6
368,2019-01-27 14:28:00,143.6,68.93
369,2019-03-06 12:46:00,193.5,92.88
370,2019-02-02 19:40:00,183.82000000000002,88.23
371,2019-01-25 19:39:00,121.92,40.23
372,2019-03-14 17:54:00,420.65999999999997,138.82
373,2019-01-29 12:25:00,252.48,121.19
374,2019-01-03 16:47:00,335.45000000000005,161.02
375,2019-01-14 12:52:00,483.5,232.08
376,2019-01-05 19:50:00,318.42,105.08
377,2019-02-22 18:17:00,668.43,320.85
378,2019-02-06 17:20:00,387.92,186.2
379,2019-01-30 13:32:00,94.6,45.41
380,2019-01-11 10:37:00,329.32,158.07
381,2019-03-19 14:35:00,53.22,25.55
382,2019-01-14 12:09:00,498.45,164.49
383,2019-03-01 15:32:00,299.56,98.85
384,2019-01-06 13:58:00,204.7,98.26
385,2019-01-31 13:19:00,75.82,25.02
386,2019-03-11 13:37:00,280.62,134.7
387,2019-02-20 16:49:00,323.2,155.14
388,2019-01-27 14:55:00,486.63,160.59
389,2019-03-10 14:04:00,127.53999999999999,42.09
390,2019-02-15 12:31:00,241.44,115.89
391,2019-01-26 14:51:00,379.5,136.62
392,2019-02-13 18:27:00,76.82,36.87
393,2019-03-09 12:45:00,522.6,94.07
394,2019-03-06 10:36:00,79.74,38.28
395,2019-01-24 20:36:00,387.5,127.88
396,2019-03-13 14:16:00,271.35,89.55
397,2019-03-15 10:26:00,122.31,40.36
398,2019-03-05 13:30:00,246.36,118.25
399,2019-03-04 16:28:00,173.16,83.12
400,2019-03-25 20:18:00,236.57999999999998,78.07
401,2019-03-12 20:04:00,184.88,61.01
402,2019-02-04 13:38:00,13.98,6.71
403,2019-02-22 10:43:00,198.75,95.4
404,2019-02-16 17:30:00,684.5300000000001,328.57
405,2019-01-19 15:28:00,269.04,88.78
406,2019-01-11 19:07:00,68.94999999999999,33.1
407,2019-01-04 19:01:00,274.84,131.92
408,2019-03-04 19:48:00,226.12,108.54
409,2019-01-28 19:24:00,119.1,57.17
410,2019-01-02 13:00:00,342.1,164.21
411,2019-01-25 14:29:00,43.74,14.43
412,2019-01-04 13:21:00,104.85,50.33
413,2019-03-10 18:55:00,77.52,25.58
414,2019-03-22 19:36:00,407.44,134.46
415,2019-01-25 16:28:00,96.11,46.13
416,2019-01-08 13:48:00,181.52,87.13
417,2019-01-22 10:57:00,81.51,46.46
418,2019-01-12 17:13:00,114.44,37.77
419,2019-02-04 10:23:00,176.54,31.78
420,2019-03-28 13:57:00,115.80000000000001,38.21
421,2019-01-23 13:29:00,252.14999999999998,121.03
422,2019-02-08 13:00:00,972.0999999999999,466.61
423,2019-03-19 19:42:00,203.36,97.61
424,2019-03-09 15:36:00,16.28,7.81
425,2019-01-02 13:40:00,365.49,175.44
426,2019-01-21 18:01:00,372.19,66.99
427,2019-03-20 13:53:00,62.61,30.05
428,2019-02-27 17:27:00,336.34999999999997,111.0
429,2019-03-08 10:53:00,906.5,326.34
430,2019-01-31 19:48:00,138.16,45.59
431,2019-03-08 16:53:00,86.54,41.54
432,2019-01-13 19:14:00,140.76,46.45
433,2019-03-09 14:36:00,668.7800000000001,321.01
434,2019-02-22 18:19:00,47.44,15.66
435,2019-03-19 19:09:00,893.16,428.72
436,2019-01-20 16:51:00,331.72,159.23
437,2019-03-08 15:37:00,203.94,67.3
438,2019-03-08 20:15:00,68.16,22.49
439,2019-02-07 14:38:00,326.88,156.9
440,2019-01-15 19:25:00,87.2,15.7
441,2019-03-22 19:35:00,707.44,254.68
442,2019-01-15 15:42:00,802.89,385.39
443,2019-01-08 14:11:00,12.78,6.13
444,2019-01-15 10:43:00,133.70000000000002,44.12
445,2019-01-28 17:58:00,19.15,9.19
446,2019-02-14 11:26:00,276.6,132.77
447,2019-03-10 17:38:00,137.22,65.87
448,2019-01-12 20:07:00,27.07,8.93
449,2019-03-26 11:02:00,39.12,12.91
450,2019-01-01 19:07:00,448.26,80.69
451,2019-01-02 18:50:00,132.06,43.58
452,2019-03-16 12:43:00,318.05,104.96
453,2019-03-03 15:09:00,25.0,8.25
454,2019-01-31 13:47:00,83.08,39.88
455,2019-02-13 16:59:00,147.79999999999998,70.94
456,2019-02-15 14:15:00,696.6,229.88
457,2019-02-07 20:24:00,793.9,381.07
458,2019-01-27 13:58:00,465.7,153.68
459,2019-02-23 16:52:00,35.89,11.84
460,2019-02-03 15:19:00,202.60000000000002,66.86
461,2019-03-03 12:25:00,730.5,241.06
462,2019-02-03 10:02:00,295.8,141.98
463,2019-03-17 18:58:00,22.62,7.46
464,2019-03-28 15:31:00,256.70000000000005,123.22
465,2019-03-02 11:22:00,545.5,180.02
466,2019-02-08 13:12:00,260.05,85.82
467,2019-03-22 18:33:00,222.12,106.62
468,2019-02-09 10:02:00,21.58,7.12
469,2019-02-15 11:21:00,98.84,32.62
470,2019-01-23 12:10:00,502.62,241.26
471,2019-01-25 11:40:00,160.2,52.87
472,2019-02-02 18:31:00,431.3,142.33
473,2019-03-30 17:58:00,580.56,191.58
474,2019-03-30 17:04:00,322.2,154.66
475,2019-02-25 20:35:00,195.54000000000002,93.86
476,2019-03-18 16:10:00,166.29999999999998,54.88
477,2019-03-07 16:54:00,336.28,161.41
478,2019-03-16 10:11:00,343.7,113.42
479,2019-01-29 11:26:00,38.6,12.74
480,2019-02-02 20:29:00,527.76,174.16
481,2019-02-15 12:12:00,328.0,108.24
482,2019-01-08 13:05:00,185.7,61.28
483,2019-02-12 16:19:00,603.8000000000001,199.25
484,2019-01-01 19:48:00,369.79999999999995,133.13
485,2019-03-21 15:25:00,197.96,65.33
486,2019-02-28 14:42:00,410.90000000000003,197.23
487,2019-03-23 18:59:00,148.6,49.04
488,2019-01-30 20:47:00,22.96,11.02
489,2019-02-04 13:21:00,699.1200000000001,230.71
490,2019-03-13 19:48:00,69.4,33.31
491,2019-03-15 18:20:00,196.6,94.37
492,2019-03-05 20:24:00,202.56,66.84
493,2019-03-05 13:44:00,121.19999999999999,58.18
494,2019-02-26 11:48:00,199.78,65.93
495,2019-03-20 14:14:00,607.36,291.53
496,2019-01-01 15:51:00,126.44,26.55
497,2019-01-27 11:17:00,541.4399999999999,97.46
498,2019-01-21 17:36:00,98.13,32.38
499,2019-02-02 15:47:00,412.16,136.01
500,2019-02-03 15:53:00,73.97,24.41
501,2019-01-05 12:40:00,31.9,15.31
502,2019-01-27 19:48:00,138.8,49.97
503,2019-03-25 17:53:00,186.62,61.58
504,2019-02-25 16:36:00,88.45,42.46
505,2019-01-28 20:54:00,193.44,92.85
506,2019-01-08 12:50:00,145.5,69.84
507,2019-01-29 10:48:00,504.29999999999995,166.42
508,2019-03-29 14:28:00,306.45,101.13
509,2019-02-09 17:15:00,95.69999999999999,31.58
510,2019-01-16 18:03:00,635.18,209.61
511,2019-01-05 17:29:00,214.54999999999998,102.98
512,2019-01-27 18:05:00,379.96000000000004,125.39
513,2019-03-14 12:07:00,696.85,229.96
514,2019-02-23 19:49:00,408.73,196.19
515,2019-03-18 15:52:00,51.47,24.71
516,2019-03-29 16:48:00,274.3,90.52
517,2019-01-22 20:46:00,196.95,64.99
518,2019-03-01 18:14:00,69.46,33.34
519,2019-01-17 15:05:00,359.6,172.61
520,2019-03-26 10:34:00,137.13,45.25
521,2019-03-20 11:23:00,499.02,89.82
522,2019-02-06 13:55:00,224.64,107.83
523,2019-01-01 11:43:00,125.74,41.49
524,2019-01-27 14:36:00,490.26,161.79
525,2019-02-25 16:03:00,457.04999999999995,150.83
526,2019-01-16 20:03:00,156.84,51.76
527,2019-01-13 14:55:00,119.72,57.47
528,2019-02-07 11:28:00,543.6,179.39
529,2019-02-17 19:41:00,882.8100000000001,423.75
530,2019-02-12 19:01:00,152.57999999999998,50.35
531,2019-01-24 18:04:00,693.44,228.84
532,2019-02-06 19:20:00,229.5,75.74
533,2019-03-26 10:31:00,146.79,48.44
534,2019-03-11 13:28:00,141.6,67.97
535,2019-02-07 11:36:00,116.69000000000001,38.51
536,2019-01-05 11:32:00,73.96,24.41
537,2019-03-07 11:44:00,97.94,47.01
538,2019-02-25 17:16:00,292.2,52.6
539,2019-02-01 18:43:00,524.88,173.21
540,2019-01-22 11:00:00,92.03999999999999,44.18
541,2019-01-03 10:30:00,75.88,36.42
542,2019-02-13 12:14:00,80.72,26.64
543,2019-01-28 16:43:00,112.62,37.16
544,2019-01-05 20:40:00,71.2,12.82
545,2019-03-19 13:40:00,155.24,51.23
546,2019-01-12 16:23:00,294.20000000000005,141.22
547,2019-01-07 12:08:00,548.5500000000001,181.02
548,2019-01-26 17:45:00,257.7,85.04
549,2019-01-23 10:28:00,396.36,190.25
550,2019-02-09 20:31:00,171.81,56.7
551,2019-02-22 10:49:00,488.79,87.98
552,2019-02-05 12:34:00,524.16,251.6
553,2019-03-07 10:23:00,133.26,43.98
554,2019-03-25 18:51:00,135.24,44.63
555,2019-01-20 13:45:00,112.44,53.97
556,2019-02-04 19:38:00,144.08,69.16
557,2019-01-30 20:23:00,985.1999999999999,472.9
558,2019-01-02 15:24:00,249.95999999999998,119.98
559,2019-03-29 16:54:00,217.26,71.7
560,2019-03-14 12:32:00,194.21999999999997,93.23
561,2019-02-11 15:42:00,892.0,294.36
562,2019-01-30 13:58:00,339.36,111.99
563,2019-03-20 15:08:00,447.06000000000006,147.53
564,2019-03-20 13:02:00,198.5,95.28
565,2019-01-17 13:01:00,812.0999999999999,389.81
566,2019-02-03 16:40:00,493.29999999999995,162.79
567,2019-01-01 13:55:00,591.66,195.25
568,2019-01-10 10:33:00,559.02,184.48
569,2019-03-02 16:42:00,517.86,170.89
570,2019-02-25 17:16:00,410.20000000000005,196.9
571,2019-01-29 11:48:00,266.70000000000005,88.01
572,2019-03-10 19:35:00,70.91000000000001,34.04
573,2019-01-13 19:55:00,144.78,47.78
574,2019-03-22 14:33:00,429.54999999999995,206.18
575,2019-03-01 19:49:00,569.1700000000001,273.2
576,2019-02-20 18:43:00,241.2,137.48
577,2019-01-14 14:43:00,127.08,61.0
578,2019-03-26 13:54:00,257.08,84.84
579,2019-03-01 12:15:00,139.02,45.88
580,2019-01-07 12:37:00,81.66,39.2
581,2019-02-01 19:54:00,310.72,102.54
582,2019-02-13 15:06:00,185.96,89.26
583,2019-01-14 18:03:00,72.32,26.04
584,2019-01-19 15:58:00,189.18,62.43
585,2019-03-09 13:53:00,206.84,99.28
586,2019-03-27 14:03:00,157.02,75.37
