,DateTime,profit
226,2019-01-26 19:14:00,206.03
227,2019-01-31 16:24:00,48.92
228,2019-02-26 10:52:00,261.22
229,2019-03-11 12:55:00,167.43
230,2019-01-26 19:28:00,78.12
231,2019-03-12 13:52:00,15.25
232,2019-02-11 10:54:00,249.75
233,2019-02-21 18:31:00,141.73
234,2019-03-09 18:24:00,171.4
235,2019-01-20 18:09:00,61.47
236,2019-01-28 15:16:00,28.73
237,2019-03-05 17:07:00,106.13
238,2019-03-02 19:26:00,31.73
239,2019-01-11 11:20:00,29.6
240,2019-01-11 16:49:00,107.74
241,2019-03-11 12:01:00,21.52
242,2019-02-28 18:37:00,61.51
243,2019-01-05 11:25:00,120.29
244,2019-02-02 18:42:00,247.82
245,2019-01-01 14:47:00,182.75
246,2019-02-09 19:43:00,117.22
247,2019-01-23 14:04:00,29.6
248,2019-01-07 16:11:00,149.22
249,2019-01-14 19:06:00,245.48
250,2019-02-02 15:34:00,201.1
251,2019-03-17 19:06:00,116.13
252,2019-03-02 19:44:00,9.5
253,2019-03-16 11:22:00,45.6
254,2019-01-06 11:23:00,226.18
255,2019-01-29 14:12:00,62.63
256,2019-01-31 10:46:00,21.9
257,2019-02-05 10:16:00,74.62
258,2019-02-13 12:38:00,61.92
259,2019-02-07 13:05:00,47.48
260,2019-03-19 13:25:00,222.93
261,2019-03-07 14:53:00,31.58
262,2019-03-13 19:22:00,73.54
263,2019-02-09 11:00:00,40.03
264,2019-02-26 19:24:00,17.97
265,2019-03-12 12:43:00,227.3
266,2019-03-14 17:22:00,46.82
267,2019-01-08 20:55:00,246.18
268,2019-01-05 16:05:00,101.87
269,2019-01-04 13:34:00,127.94
270,2019-03-06 18:13:00,111.26
271,2019-01-03 19:17:00,20.28
272,2019-01-07 11:44:00,63.97
273,2019-01-27 15:51:00,11.55
274,2019-02-26 16:52:00,287.16
275,2019-01-07 20:52:00,110.81
276,2019-01-07 17:36:00,104.74
277,2019-02-02 13:23:00,183.21
278,2019-03-20 16:28:00,234.27
279,2019-03-20 19:57:00,211.3
280,2019-02-15 17:01:00,184.69
281,2019-03-06 13:29:00,17.76
282,2019-01-06 11:09:00,2.76
283,2019-03-04 15:02:00,287.51
284,2019-03-12 14:21:00,62.92
285,2019-02-20 18:01:00,190.04
286,2019-03-24 14:49:00,35.93
287,2019-01-31 12:02:00,70.54
288,2019-01-25 13:30:00,112.06
289,2019-02-03 14:38:00,219.17
290,2019-01-24 17:37:00,193.44
291,2019-03-14 17:20:00,93.58
292,2019-02-18 20:29:00,29.99
293,2019-01-21 10:00:00,34.91
294,2019-03-13 11:46:00,86.93
295,2019-03-03 13:42:00,124.61
296,2019-03-29 14:44:00,55.37
297,2019-01-10 14:16:00,155.19
298,2019-01-25 15:54:00,79.21
299,2019-01-19 10:21:00,42.53
300,2019-01-02 18:09:00,35.94
301,2019-03-12 16:46:00,18.72
302,2019-02-25 15:31:00,23.33
303,2019-03-18 17:15:00,98.28
304,2019-02-23 12:29:00,57.45
305,2019-03-26 20:14:00,106.13
306,2019-03-30 13:22:00,92.93
307,2019-02-17 17:09:00,234.41
308,2019-03-21 10:40:00,38.13
309,2019-03-05 17:43:00,78.63
310,2019-01-31 14:04:00,230.2
311,2019-02-05 19:05:00,45.76
312,2019-02-01 10:08:00,34.15
313,2019-03-07 13:12:00,67.18
314,2019-02-10 20:51:00,257.83
315,2019-02-14 17:29:00,95.4
316,2019-02-09 10:25:00,30.36
317,2019-01-10 11:34:00,123.4
318,2019-03-11 18:58:00,99.69
319,2019-02-18 16:28:00,58.17
320,2019-02-26 20:26:00,68.1
321,2019-01-18 15:08:00,18.92
322,2019-02-15 18:03:00,43.95
323,2019-03-08 13:21:00,148.25
324,2019-01-17 12:48:00,42.61
325,2019-03-12 19:53:00,129.02
326,2019-03-09 19:09:00,164.64
327,2019-03-12 16:30:00,124.42
328,2019-01-25 10:11:00,116.58
329,2019-03-25 13:07:00,48.0
330,2019-02-07 18:48:00,65.4
331,2019-02-17 17:27:00,32.57
332,2019-02-03 15:59:00,127.08
333,2019-03-14 11:21:00,22.54
334,2019-03-24 13:48:00,24.26
335,2019-03-21 10:17:00,68.28
336,2019-03-19 15:49:00,330.05
337,2019-02-24 13:02:00,62.59
338,2019-03-28 12:58:00,68.62
339,2019-02-05 15:26:00,184.98
340,2019-02-10 18:23:00,69.25
341,2019-03-05 19:06:00,188.06
342,2019-02-15 20:21:00,258.38
343,2019-01-30 16:24:00,232.87
344,2019-02-14 15:04:00,64.3
345,2019-02-27 16:10:00,231.45
346,2019-02-04 12:14:00,12.95
347,2019-01-20 10:13:00,235.62
348,2019-03-28 17:38:00,60.11
349,2019-02-27 11:06:00,44.55
350,2019-02-15 14:53:00,476.64
351,2019-01-26 18:22:00,173.68
352,2019-03-14 19:02:00,68.96
353,2019-03-02 14:16:00,116.64
354,2019-03-04 15:44:00,9.98
355,2019-01-07 12:20:00,117.66
356,2019-03-08 20:01:00,180.24
357,2019-01-09 13:45:00,458.11
358,2019-03-01 15:40:00,27.22
359,2019-03-16 16:58:00,24.74
360,2019-02-17 11:12:00,310.89
361,2019-02-27 15:12:00,249.4
362,2019-03-07 20:37:00,71.85
363,2019-01-21 17:44:00,144.98
364,2019-02-19 16:23:00,79.18
365,2019-01-06 12:12:00,107.82
366,2019-03-14 19:33:00,152.42
367,2019-03-24 10:29:00,126.6
368,2019-01-27 14:28:00,68.93
369,2019-03-06 12:46:00,92.88
370,2019-02-02 19:40:00,88.23
371,2019-01-25 19:39:00,40.23
372,2019-03-14 17:54:00,138.82
373,2019-01-29 12:25:00,121.19
374,2019-01-03 16:47:00,161.02
375,2019-01-14 12:52:00,232.08
376,2019-01-05 19:50:00,105.08
377,2019-02-22 18:17:00,320.85
378,2019-02-06 17:20:00,186.2
379,2019-01-30 13:32:00,45.41
380,2019-01-11 10:37:00,158.07
381,2019-03-19 14:35:00,25.55
382,2019-01-14 12:09:00,164.49
383,2019-03-01 15:32:00,98.85
384,2019-01-06 13:58:00,98.26
385,2019-01-31 13:19:00,25.02
386,2019-03-11 13:37:00,134.7
387,2019-02-20 16:49:00,155.14
388,2019-01-27 14:55:00,160.59
389,2019-03-10 14:04:00,42.09
390,2019-02-15 12:31:00,115.89
391,2019-01-26 14:51:00,136.62
392,2019-02-13 18:27:00,36.87
393,2019-03-09 12:45:00,94.07
394,2019-03-06 10:36:00,38.28
395,2019-01-24 20:36:00,127.88
396,2019-03-13 14:16:00,89.55
397,2019-03-15 10:26:00,40.36
398,2019-03-05 13:30:00,118.25
399,2019-03-04 16:28:00,83.12
400,2019-03-25 20:18:00,78.07
401,2019-03-12 20:04:00,61.01
402,2019-02-04 13:38:00,6.71
403,2019-02-22 10:43:00,95.4
404,2019-02-16 17:30:00,328.57
405,2019-01-19 15:28:00,88.78
406,2019-01-11 19:07:00,33.1
407,2019-01-04 19:01:00,131.92
408,2019-03-04 19:48:00,108.54
409,2019-01-28 19:24:00,57.17
410,2019-01-02 13:00:00,164.21
411,2019-01-25 14:29:00,14.43
412,2019-01-04 13:21:00,50.33
413,2019-03-10 18:55:00,25.58
414,2019-03-22 19:36:00,134.46
415,2019-01-25 16:28:00,46.13
416,2019-01-08 13:48:00,87.13
417,2019-01-22 10:57:00,46.46
418,2019-01-12 17:13:00,37.77
419,2019-02-04 10:23:00,31.78
420,2019-03-28 13:57:00,38.21
421,2019-01-23 13:29:00,121.03
422,2019-02-08 13:00:00,466.61
423,2019-03-19 19:42:00,97.61
424,2019-03-09 15:36:00,7.81
425,2019-01-02 13:40:00,175.44
426,2019-01-21 18:01:00,66.99
427,2019-03-20 13:53:00,30.05
428,2019-02-27 17:27:00,111.0
429,2019-03-08 10:53:00,326.34
430,2019-01-31 19:48:00,45.59
431,2019-03-08 16:53:00,41.54
432,2019-01-13 19:14:00,46.45
433,2019-03-09 14:36:00,321.01
434,2019-02-22 18:19:00,15.66
435,2019-03-19 19:09:00,428.72
436,2019-01-20 16:51:00,159.23
437,2019-03-08 15:37:00,67.3
438,2019-03-08 20:15:00,22.49
439,2019-02-07 14:38:00,156.9
440,2019-01-15 19:25:00,15.7
441,2019-03-22 19:35:00,254.68
442,2019-01-15 15:42:00,385.39
443,2019-01-08 14:11:00,6.13
444,2019-01-15 10:43:00,44.12
445,2019-01-28 17:58:00,9.19
446,2019-02-14 11:26:00,132.77
447,2019-03-10 17:38:00,65.87
448,2019-01-12 20:07:00,8.93
449,2019-03-26 11:02:00,12.91
450,2019-01-01 19:07:00,80.69
451,2019-01-02 18:50:00,43.58
452,2019-03-16 12:43:00,104.96
453,2019-03-03 15:09:00,8.25
454,2019-01-31 13:47:00,39.88
455,2019-02-13 16:59:00,70.94
456,2019-02-15 14:15:00,229.88
457,2019-02-07 20:24:00,381.07
458,2019-01-27 13:58:00,153.68
459,2019-02-23 16:52:00,11.84
460,2019-02-03 15:19:00,66.86
461,2019-03-03 12:25:00,241.06
462,2019-02-03 10:02:00,141.98
463,2019-03-17 18:58:00,7.46
464,2019-03-28 15:31:00,123.22
465,2019-03-02 11:22:00,180.02
466,2019-02-08 13:12:00,85.82
467,2019-03-22 18:33:00,106.62
468,2019-02-09 10:02:00,7.12
469,2019-02-15 11:21:00,32.62
470,2019-01-23 12:10:00,241.26
471,2019-01-25 11:40:00,52.87
472,2019-02-02 18:31:00,142.33
473,2019-03-30 17:58:00,191.58
474,2019-03-30 17:04:00,154.66
475,2019-02-25 20:35:00,93.86
476,2019-03-18 16:10:00,54.88
477,2019-03-07 16:54:00,161.41
478,2019-03-16 10:11:00,113.42
479,2019-01-29 11:26:00,12.74
480,2019-02-02 20:29:00,174.16
481,2019-02-15 12:12:00,108.24
482,2019-01-08 13:05:00,61.28
483,2019-02-12 16:19:00,199.25
484,2019-01-01 19:48:00,133.13
485,2019-03-21 15:25:00,65.33
486,2019-02-28 14:42:00,197.23
487,2019-03-23 18:59:00,49.04
488,2019-01-30 20:47:00,11.02
489,2019-02-04 13:21:00,230.71
490,2019-03-13 19:48:00,33.31
491,2019-03-15 18:20:00,94.37
492,2019-03-05 20:24:00,66.84
493,2019-03-05 13:44:00,58.18
494,2019-02-26 11:48:00,65.93
495,2019-03-20 14:14:00,291.53
496,2019-01-01 15:51:00,26.55
497,2019-01-27 11:17:00,97.46
498,2019-01-21 17:36:00,32.38
499,2019-02-02 15:47:00,136.01
500,2019-02-03 15:53:00,24.41
501,2019-01-05 12:40:00,15.31
502,2019-01-27 19:48:00,49.97
503,2019-03-25 17:53:00,61.58
504,2019-02-25 16:36:00,42.46
505,2019-01-28 20:54:00,92.85
506,2019-01-08 12:50:00,69.84
507,2019-01-29 10:48:00,166.42
508,2019-03-29 14:28:00,101.13
509,2019-02-09 17:15:00,31.58
510,2019-01-16 18:03:00,209.61
511,2019-01-05 17:29:00,102.98
512,2019-01-27 18:05:00,125.39
513,2019-03-14 12:07:00,229.96
514,2019-02-23 19:49:00,196.19
515,2019-03-18 15:52:00,24.71
516,2019-03-29 16:48:00,90.52
517,2019-01-22 20:46:00,64.99
518,2019-03-01 18:14:00,33.34
519,2019-01-17 15:05:00,172.61
520,2019-03-26 10:34:00,45.25
521,2019-03-20 11:23:00,89.82
522,2019-02-06 13:55:00,107.83
523,2019-01-01 11:43:00,41.49
524,2019-01-27 14:36:00,161.79
525,2019-02-25 16:03:00,150.83
526,2019-01-16 20:03:00,51.76
527,2019-01-13 14:55:00,57.47
528,2019-02-07 11:28:00,179.39
529,2019-02-17 19:41:00,423.75
530,2019-02-12 19:01:00,50.35
531,2019-01-24 18:04:00,228.84
532,2019-02-06 19:20:00,75.74
533,2019-03-26 10:31:00,48.44
534,2019-03-11 13:28:00,67.97
535,2019-02-07 11:36:00,38.51
536,2019-01-05 11:32:00,24.41
537,2019-03-07 11:44:00,47.01
538,2019-02-25 17:16:00,52.6
539,2019-02-01 18:43:00,173.21
540,2019-01-22 11:00:00,44.18
541,2019-01-03 10:30:00,36.42
542,2019-02-13 12:14:00,26.64
543,2019-01-28 16:43:00,37.16
544,2019-01-05 20:40:00,12.82
545,2019-03-19 13:40:00,51.23
546,2019-01-12 16:23:00,141.22
547,2019-01-07 12:08:00,181.02
548,2019-01-26 17:45:00,85.04
549,2019-01-23 10:28:00,190.25
550,2019-02-09 20:31:00,56.7
551,2019-02-22 10:49:00,87.98
552,2019-02-05 12:34:00,251.6
553,2019-03-07 10:23:00,43.98
554,2019-03-25 18:51:00,44.63
555,2019-01-20 13:45:00,53.97
556,2019-02-04 19:38:00,69.16
557,2019-01-30 20:23:00,472.9
558,2019-01-02 15:24:00,119.98
559,2019-03-29 16:54:00,71.7
560,2019-03-14 12:32:00,93.23
561,2019-02-11 15:42:00,294.36
562,2019-01-30 13:58:00,111.99
563,2019-03-20 15:08:00,147.53
564,2019-03-20 13:02:00,95.28
565,2019-01-17 13:01:00,389.81
566,2019-02-03 16:40:00,162.79
567,2019-01-01 13:55:00,195.25
568,2019-01-10 10:33:00,184.48
569,2019-03-02 16:42:00,170.89
570,2019-02-25 17:16:00,196.9
571,2019-01-29 11:48:00,88.01
572,2019-03-10 19:35:00,34.04
573,2019-01-13 19:55:00,47.78
574,2019-03-22 14:33:00,206.18
575,2019-03-01 19:49:00,273.2
576,2019-02-20 18:43:00,137.48
577,2019-01-14 14:43:00,61.0
578,2019-03-26 13:54:00,84.84
579,2019-03-01 12:15:00,45.88
580,2019-01-07 12:37:00,39.2
581,2019-02-01 19:54:00,102.54
582,2019-02-13 15:06:00,89.26
583,2019-01-14 18:03:00,26.04
584,2019-01-19 15:58:00,62.43
585,2019-03-09 13:53:00,99.28
586,2019-03-27 14:03:00,75.37
587,2019-02-04 16:38:00,71.05
588,2019-03-14 11:07:00,196.71
589,2019-03-04 12:23:00,24.12
590,2019-03-03 10:54:00,92.13
591,2019-01-27 17:38:00,81.45
592,2019-02-07 14:13:00,21.88
593,2019-02-05 11:51:00,108.29
594,2019-03-15 13:05:00,95.83
595,2019-03-01 11:30:00,21.34
596,2019-02-15 13:30:00,51.68
597,2019-02-17 19:11:00,201.57
598,2019-01-26 18:53:00,88.44
599,2019-03-24 14:22:00,67.51
600,2019-01-23 17:16:00,27.42
601,2019-01-26 10:06:00,21.45
602,2019-03-14 20:35:00,255.95
603,2019-03-17 13:54:00,156.99
604,2019-01-08 20:08:00,65.38
605,2019-02-08 15:26:00,41.91
606,2019-02-10 12:56:00,123.93
607,2019-03-28 19:16:00,95.6
608,2019-01-23 12:20:00,14.69
609,2019-01-17 10:37:00,55.57
610,2019-02-07 10:18:00,13.9
611,2019-03-09 11:23:00,507.72
612,2019-01-24 11:45:00,92.29
613,2019-01-19 16:08:00,38.85
614,2019-02-03 11:25:00,323.76
615,2019-03-20 12:24:00,115.0
616,2019-01-13 19:51:00,143.75
617,2019-03-14 18:10:00,79.12
618,2019-01-23 11:22:00,283.77
619,2019-02-07 17:55:00,125.16
620,2019-03-28 15:30:00,70.96
621,2019-03-20 19:44:00,30.23
622,2019-01-17 15:27:00,317.82
623,2019-01-12 11:25:00,399.6
624,2019-02-16 15:42:00,43.85
625,2019-01-26 16:04:00,75.72
626,2019-03-09 12:37:00,40.17
627,2019-03-14 14:41:00,396.38
628,2019-01-25 14:19:00,76.75
629,2019-01-26 18:19:00,3.99
630,2019-01-19 14:08:00,308.11
631,2019-03-05 16:38:00,84.57
632,2019-01-15 10:54:00,80.42
633,2019-03-18 11:29:00,98.7
634,2019-03-20 19:28:00,115.07
635,2019-01-15 15:01:00,319.06
636,2019-03-03 20:31:00,97.27
637,2019-03-19 12:16:00,22.18
638,2019-03-08 15:27:00,31.73
639,2019-02-27 17:36:00,51.9
640,2019-02-23 20:00:00,97.8
641,2019-03-19 15:29:00,340.03
642,2019-03-27 15:08:00,53.44
643,2019-03-30 19:26:00,330.69
644,2019-02-16 15:53:00,28.92
645,2019-01-18 18:43:00,31.36
646,2019-03-30 14:58:00,202.2
647,2019-03-20 19:55:00,16.14
648,2019-01-16 15:10:00,10.22
649,2019-02-24 16:44:00,81.64
650,2019-01-15 18:22:00,124.84
651,2019-01-22 11:52:00,110.5
652,2019-02-03 17:24:00,349.34
653,2019-03-06 15:31:00,110.84
654,2019-02-16 18:04:00,115.55
655,2019-03-14 14:13:00,15.53
656,2019-02-27 10:23:00,47.85
657,2019-01-18 10:11:00,55.53
658,2019-01-29 15:48:00,46.08
659,2019-02-26 17:46:00,18.3
660,2019-02-03 11:46:00,61.88
661,2019-01-16 12:07:00,21.6
662,2019-03-24 18:14:00,169.2
663,2019-02-12 14:45:00,418.08
664,2019-02-21 11:39:00,94.85
665,2019-02-04 15:44:00,64.19
666,2019-02-20 13:06:00,57.16
667,2019-02-23 20:43:00,34.5
668,2019-02-16 14:19:00,137.4
669,2019-01-17 10:01:00,39.0
670,2019-01-14 19:30:00,184.93
671,2019-03-30 16:34:00,89.66
672,2019-03-02 13:10:00,72.68
673,2019-02-15 17:10:00,88.81
674,2019-03-01 10:22:00,218.3
675,2019-02-24 19:57:00,55.29
676,2019-02-19 19:29:00,148.02
677,2019-02-23 18:30:00,96.98
678,2019-02-07 14:27:00,194.54
679,2019-01-11 13:57:00,96.03
680,2019-02-12 19:43:00,13.03
681,2019-01-14 10:11:00,6.27
682,2019-01-09 13:46:00,97.65
683,2019-02-27 12:22:00,14.18
684,2019-01-24 19:20:00,45.7
685,2019-01-08 12:58:00,47.14
686,2019-01-08 11:59:00,46.68
687,2019-01-16 17:59:00,209.75
688,2019-03-13 12:51:00,48.1
689,2019-02-15 10:36:00,66.43
690,2019-01-25 13:38:00,208.46
691,2019-03-12 19:39:00,127.14
692,2019-03-04 12:44:00,233.42
693,2019-02-10 13:56:00,246.56
694,2019-01-16 14:42:00,227.23
695,2019-01-29 19:45:00,249.0
696,2019-01-01 20:26:00,51.92
697,2019-01-06 19:46:00,82.09
698,2019-02-19 19:38:00,206.65
699,2019-01-12 16:18:00,321.75
700,2019-02-07 12:23:00,159.48
701,2019-03-27 19:11:00,32.0
702,2019-02-27 18:57:00,94.9
703,2019-01-06 11:18:00,347.63
704,2019-03-02 12:40:00,381.84
705,2019-03-29 14:06:00,241.15
706,2019-01-31 20:48:00,82.56
707,2019-01-21 20:13:00,22.76
708,2019-01-20 20:37:00,59.98
709,2019-01-17 17:59:00,37.01
710,2019-02-28 20:18:00,159.63
711,2019-03-19 15:52:00,145.02
712,2019-02-19 15:14:00,230.56
713,2019-02-04 12:50:00,59.83
714,2019-01-31 10:36:00,379.01
715,2019-02-06 18:33:00,58.87
716,2019-03-28 16:06:00,165.07
717,2019-01-19 12:47:00,17.19
718,2019-02-17 13:34:00,24.51
719,2019-01-18 15:04:00,34.61
720,2019-02-02 20:42:00,85.88
721,2019-01-18 15:28:00,391.52
722,2019-03-18 13:45:00,43.68
723,2019-01-11 20:10:00,123.55
724,2019-02-04 18:53:00,30.81
725,2019-02-06 14:24:00,75.24
726,2019-01-08 11:42:00,55.01
727,2019-03-05 17:49:00,334.75
728,2019-03-16 15:33:00,70.03
729,2019-03-09 10:54:00,175.32
730,2019-03-01 16:23:00,29.46
731,2019-02-28 19:33:00,55.44
732,2019-02-08 11:39:00,6.5
733,2019-01-24 10:38:00,302.76
734,2019-03-01 20:03:00,17.73
