,invoice_id,quantity,total_price,profit,category,rating,payment_method,DateTime
223,224,1,12.54,6.02,Fashion accessories,8.2,Cash,2019-02-21 12:38:00
224,225,2,86.5,41.52,Food and beverages,6.2,Cash,2019-03-20 15:56:00
225,226,2,174.32,57.53,Sports and travel,9.7,Credit card,2019-01-11 14:29:00
226,227,9,624.33,206.03,Health and beauty,4.0,Ewallet,2019-01-26 19:14:00
227,228,4,148.24,48.92,Electronic accessories,9.7,Ewallet,2019-01-31 16:24:00
228,229,6,544.2,261.22,Electronic accessories,5.3,Cash,2019-02-26 10:52:00
229,230,8,507.36,167.43,Home and lifestyle,7.4,Ewallet,2019-03-11 12:55:00
230,231,2,162.74,78.12,Fashion accessories,6.5,Cash,2019-01-26 19:28:00
231,232,3,31.77,15.25,Electronic accessories,8.7,Credit card,2019-03-12 13:52:00
232,233,9,756.8100000000001,249.75,Health and beauty,8.0,Cash,2019-02-11 10:54:00
233,234,4,295.28,141.73,Fashion accessories,6.7,Credit card,2019-02-21 18:31:00
234,235,10,519.4,171.4,Health and beauty,6.5,Ewallet,2019-03-09 18:24:00
235,236,2,186.28,61.47,Sports and travel,4.1,Ewallet,2019-01-20 18:09:00
236,237,5,87.05,28.73,Health and beauty,4.9,Credit card,2019-01-28 15:16:00
237,238,5,221.1,106.13,Fashion accessories,8.6,Credit card,2019-03-05 17:07:00
238,239,5,66.10000000000001,31.73,Electronic accessories,4.3,Cash,2019-03-02 19:26:00
239,240,1,89.69,29.6,Fashion accessories,4.9,Ewallet,2019-01-11 11:20:00
240,241,9,224.46,107.74,Food and beverages,5.6,Credit card,2019-01-11 16:49:00
241,242,2,119.54,21.52,Health and beauty,5.8,Credit card,2019-03-11 12:01:00
242,243,2,186.4,61.51,Fashion accessories,6.0,Credit card,2019-02-28 18:37:00
243,244,4,250.6,120.29,Home and lifestyle,4.2,Cash,2019-01-05 11:25:00
244,245,8,750.96,247.82,Home and lifestyle,8.3,Credit card,2019-02-02 18:42:00
245,246,8,380.72,182.75,Home and lifestyle,5.7,Cash,2019-01-01 14:47:00
246,247,3,244.20000000000002,117.22,Electronic accessories,4.8,Cash,2019-02-09 19:43:00
247,248,5,89.7,29.6,Fashion accessories,6.8,Ewallet,2019-01-23 14:04:00
248,249,4,310.88,149.22,Electronic accessories,8.8,Credit card,2019-01-07 16:11:00
249,250,7,511.42,245.48,Food and beverages,4.2,Credit card,2019-01-14 19:06:00
250,251,9,418.95,201.1,Food and beverages,6.4,Ewallet,2019-02-02 15:34:00
251,252,10,351.9,116.13,Fashion accessories,8.4,Credit card,2019-03-17 19:06:00
252,253,2,28.78,9.5,Sports and travel,7.2,Credit card,2019-03-02 19:44:00
253,254,4,95.0,45.6,Home and lifestyle,5.2,Cash,2019-03-16 11:22:00
254,255,8,471.2,226.18,Home and lifestyle,8.9,Cash,2019-01-06 11:23:00
255,256,4,130.48,62.63,Fashion accessories,9.0,Cash,2019-01-29 14:12:00
256,257,1,66.35,21.9,Electronic accessories,9.7,Credit card,2019-01-31 10:46:00
257,258,6,155.46,74.62,Home and lifestyle,8.7,Ewallet,2019-02-05 10:16:00
258,259,4,129.0,61.92,Electronic accessories,6.5,Ewallet,2019-02-13 12:38:00
259,260,4,263.76,47.48,Electronic accessories,6.9,Credit card,2019-02-07 13:05:00
260,261,9,675.54,222.93,Electronic accessories,6.2,Cash,2019-03-19 13:25:00
261,262,4,65.8,31.58,Fashion accessories,5.6,Ewallet,2019-03-07 14:53:00
262,263,4,153.2,73.54,Fashion accessories,5.7,Cash,2019-03-13 19:22:00
263,264,10,222.39999999999998,40.03,Sports and travel,4.2,Cash,2019-02-09 11:00:00
264,265,1,54.45,17.97,Sports and travel,7.9,Ewallet,2019-02-26 19:24:00
265,266,7,688.8000000000001,227.3,Sports and travel,8.7,Credit card,2019-03-12 12:43:00
266,267,4,141.88,46.82,Home and lifestyle,6.9,Credit card,2019-03-14 17:22:00
267,268,10,746.0,246.18,Food and beverages,9.5,Cash,2019-01-08 20:55:00
268,269,4,282.96,101.87,Home and lifestyle,4.4,Credit card,2019-01-05 16:05:00
269,270,10,355.4,127.94,Home and lifestyle,7.0,Ewallet,2019-01-04 13:34:00
270,271,5,337.15000000000003,111.26,Sports and travel,6.3,Ewallet,2019-03-06 18:13:00
271,272,2,42.24,20.28,Health and beauty,9.7,Cash,2019-01-03 19:17:00
272,273,9,193.85999999999999,63.97,Home and lifestyle,8.8,Credit card,2019-01-07 11:44:00
273,274,2,24.06,11.55,Home and lifestyle,5.1,Cash,2019-01-27 15:51:00
274,275,6,598.26,287.16,Health and beauty,7.9,Ewallet,2019-02-26 16:52:00
275,276,7,335.78999999999996,110.81,Fashion accessories,6.2,Cash,2019-01-07 20:52:00
276,277,10,218.2,104.74,Home and lifestyle,7.1,Cash,2019-01-07 17:36:00
277,278,4,381.68,183.21,Fashion accessories,6.4,Ewallet,2019-02-02 13:23:00
278,279,10,709.9,234.27,Fashion accessories,5.7,Cash,2019-03-20 16:28:00
279,280,10,440.20000000000005,211.3,Sports and travel,9.6,Credit card,2019-03-20 19:57:00
280,281,8,559.68,184.69,Home and lifestyle,6.4,Credit card,2019-02-15 17:01:00
281,282,1,37.0,17.76,Home and lifestyle,7.9,Credit card,2019-03-06 13:29:00
282,283,1,15.34,2.76,Sports and travel,6.5,Cash,2019-01-06 11:09:00
283,284,6,598.98,287.51,Health and beauty,8.5,Ewallet,2019-03-04 15:02:00
284,285,4,190.68,62.92,Health and beauty,9.1,Cash,2019-03-12 14:21:00
285,286,5,333.40000000000003,190.04,Health and beauty,7.6,Cash,2019-02-20 18:01:00
286,287,1,74.86,35.93,Home and lifestyle,6.9,Cash,2019-03-24 14:49:00
287,288,9,213.75,70.54,Sports and travel,9.5,Cash,2019-01-31 12:02:00
288,289,7,339.57,112.06,Food and beverages,5.2,Credit card,2019-01-25 13:30:00
289,290,7,664.16,219.17,Home and lifestyle,4.2,Cash,2019-02-03 14:38:00
290,291,10,403.0,193.44,Electronic accessories,7.0,Credit card,2019-01-24 17:37:00
291,292,7,194.95000000000002,93.58,Electronic accessories,6.0,Ewallet,2019-03-14 17:20:00
292,293,1,62.48,29.99,Electronic accessories,4.7,Cash,2019-02-18 20:29:00
293,294,2,72.72,34.91,Food and beverages,7.1,Cash,2019-01-21 10:00:00
294,295,10,181.1,86.93,Health and beauty,5.9,Ewallet,2019-03-13 11:46:00
295,296,5,259.6,124.61,Electronic accessories,7.5,Cash,2019-03-03 13:42:00
296,297,4,115.36,55.37,Electronic accessories,6.4,Cash,2019-03-29 14:44:00
297,298,6,470.28,155.19,Home and lifestyle,5.8,Ewallet,2019-01-10 14:16:00
298,299,4,240.04,79.21,Home and lifestyle,4.5,Cash,2019-01-25 15:54:00
299,300,1,88.61,42.53,Home and lifestyle,7.7,Cash,2019-01-19 10:21:00
300,301,2,199.64,35.94,Fashion accessories,6.7,Credit card,2019-01-02 18:09:00
301,302,1,39.01,18.72,Health and beauty,4.7,Credit card,2019-03-12 16:46:00
302,303,1,48.61,23.33,Food and beverages,4.4,Cash,2019-02-25 15:31:00
303,304,4,204.76,98.28,Electronic accessories,4.7,Credit card,2019-03-18 17:15:00
304,305,8,119.68,57.45,Electronic accessories,8.6,Credit card,2019-02-23 12:29:00
305,306,7,505.40000000000003,106.13,Electronic accessories,4.3,Ewallet,2019-03-26 20:14:00
306,307,7,281.60999999999996,92.93,Sports and travel,9.6,Cash,2019-03-30 13:22:00
307,308,8,710.32,234.41,Home and lifestyle,4.1,Cash,2019-02-17 17:09:00
308,309,3,79.44,38.13,Electronic accessories,4.7,Ewallet,2019-03-21 10:40:00
309,310,2,163.82,78.63,Fashion accessories,7.8,Cash,2019-03-05 17:43:00
310,311,6,479.58000000000004,230.2,Sports and travel,5.5,Cash,2019-01-31 14:04:00
311,312,2,138.66,45.76,Fashion accessories,9.7,Ewallet,2019-02-05 19:05:00
312,313,5,71.15,34.15,Food and beverages,4.4,Credit card,2019-02-01 10:08:00
